ID,Aircraft
2385,Boeing 737-...
2387,Boeing 737-100
2389,Boeing 737-200 (T-43)
2391,Boeing 737-300
2393,Boeing 737-400
2395,Boeing 737-500
2397,Boeing 737-600
2399,Boeing 737-700 (BBJ/C-40 Clipper)
2401,Boeing 737-8
2405,Boeing 737-800 (BBJ2/C-40/P-8)
2407,Boeing 737-900 (BBJ3)
2411,Boeing 747-...
2413,Boeing 747-100
2415,Boeing 747-200 (C-25/E-4)
2417,Boeing 747-300
2419,Boeing 747-400 (AL-1)
2421,Boeing 747-8
2423,Boeing 747SP
2425,Boeing 747SR
2427,Boeing 757-...
2429,Boeing 757-200 (C-32)
2433,Boeing 757-300
2435,Boeing 767-...
2437,Boeing 767-200
2439,Boeing 767-300
2441,Boeing 767-400
2443,Boeing 777-...
2445,Boeing 777-200
2447,Boeing 777-300
2449,Boeing 787-8 Dreamliner
2451,Boeing 787-9 Dreamliner
2459,Boeing B-17 Flying Fortress (299)
2461,Boeing B-29/B-50 Superfortress (345)
2463,Boeing B-47 Stratojet (450)
2465,Boeing B-52 Stratofortress (464)
2467,Boeing C-135 Stratotanker/Stratolifter
2469,Boeing C-14 (953)
2471,Boeing C-17 Globemaster III
2473,Boeing C-97 Stratofreighter (367)
2477,Boeing F-15 Eagle
2479,Boeing F/A-18/EA-18 Hornet/Growler
2481,Boeing H-46 Sea Knight (107)
2483,Boeing H-47 Chinook (234/347)
2485,Boeing H-64 Apache
2493,Boeing PT-13/17/27/N2S Kaydet (75)
2495,Boeing T-45 Goshawk
2497,Boeing V-8 Harrier
2551,Bombardier BD-100 Challenger 300/350
2553,Bombardier BD-500 CSeries
2555,Bombardier BD-700 Global Express/5000/6000 (E-11)
2557,Bombardier CL-415
2559,Bombardier CL-600 Challenger 604/605
2563,Bombardier CRJ-100/200/Challenger 800/850
2567,Bombardier CRJ-1000
2569,Bombardier CRJ-700/701/702/Challenger 870
2571,Bombardier CRJ-705/900/Challenger 890
2573,Bombardier DHC-8 Dash 8
2595,Boulton Paul P-108 Balliol/Sea Balliol
2611,Bowers Fly Baby
2669,Breguet 1150 Atlantic
2713,Bristol 105/124 Bulldog
2721,Bristol 142M/149/160 Blenheim/Bolingbroke/Bisley
2725,Bristol 156 Beaufighter
2731,Bristol 167 Brabazon
2733,Bristol 170 Freighter/Wayfarer
2735,Bristol 171 Sycamore
2739,Bristol 175 Britannia
2741,Bristol 188
2743,Bristol 192 Belvedere
2757,British Aerospace ATP/Jetstream 61
2759,British Aerospace BAC-111 One-Eleven
2761,British Aerospace BAe-125/HS-125 (C-29)
2763,British Aerospace BAe-146/Avro RJ
2765,British Aerospace BAe-748
2769,British Aerospace Harrier
2771,British Aerospace Hawk
2773,British Aerospace Jetstream 31/Super 31
2775,British Aerospace Jetstream 41
2789,Britten-Norman BN-2 Islander/Defender
2791,Britten-Norman BN-2A Mk3 Trislander
2827,Brokaw BJ-520 Bullet
2837,Brugger MB-1/2/3 Colibri
2857,Bucker Bu-131 Jungmann
2869,Budd BB-1 Pioneer
2915,CAARP CAP-10
3047,CAP Aviation CAP-10
3053,CAP Aviation CAP-232
3127,CASA C-101 Aviojet
3135,CASA C-295
3137,CASA T-35 Tamiz
3139,CASA/IPTN CN-235
3187,CCF T-6 Harvard
3637,COMAC ARJ21 Xiangfeng
2945,Cameron Balloons A Type
2951,Cameron Balloons C/Concept Type
2963,Cameron Balloons GP Type
2965,Cameron Balloons H Type
2967,Cameron Balloons N Type
2969,Cameron Balloons O Type
2975,Cameron Balloons Special Shapes
2977,Cameron Balloons TR Type
2979,Cameron Balloons V/Viva Type
2981,Cameron Balloons Z Type
3017,Canadair C-4/C-5/DC-4M/C-54 North Star/Argonaut (CL-2/4/5)
3019,Canadair CL-13 Sabre
3021,Canadair CL-215/415
3023,Canadair CL-28 Argus
3025,Canadair CL-41 Tutor/Tebuan
3027,Canadair CL-44 (Yukon)
3029,Canadair CL-600 Challenger 600/601/604
3031,Canadair CL-66 (540/580)
3033,Canadair CL-84 Dynavert
3035,Canadair CRJ-100/200
3039,Canadair T-33A-N Silver Star (CL-30)
3177,Cavalier F-51 Mustang
3237,Cessna 120/140
3239,Cessna 150
3241,Cessna 152
3243,Cessna 162 Skycatcher/LSA
3245,Cessna 170
3247,Cessna 172 Skyhawk/Cutlass/Hawk XP (T-41/Mescalero)
3249,Cessna 175 Skylark
3251,Cessna 177 Cardinal
3253,Cessna 180 Skywagon 180 (U-17)
3255,Cessna 182 Skylane
3257,Cessna 185 Skywagon/185 (U-17)
3259,Cessna 188 Agwagon/AgPickup/AgTruck/Ag Husky
3261,Cessna 190/195 (C-126/U-20)
3263,Cessna 205
3265,Cessna 206 Super Skywagon/Super Skylane/Stationair 6
3267,Cessna 207 Skywagon 207/Stationair 7/8
3269,Cessna 208 Caravan I/Cargomaster/Grand Caravan (U-27)
3271,Cessna 210 Centurion
3273,Cessna 303 Crusader
3275,Cessna 310 (U-3/L-27 Blue Canoe)
3277,Cessna 320 Skyknight/Executive Skyknight
3279,Cessna 335
3281,Cessna 336 Skymaster
3283,Cessna 337 Super Skymaster/Pressurized Skymaster (O-2)
3285,Cessna 340
3287,Cessna 350/400 Corvalis
3289,Cessna 401/402 Utililiner/Businessliner
3291,Cessna 404 Titan
3293,Cessna 411
3295,Cessna 414 Chancellor
3297,Cessna 421 Golden Eagle/Executive Commuter
3299,Cessna 425 Corsair/Conquest I
3301,Cessna 441 Conquest/Conquest II
3303,Cessna 500/501 Citation/I/ISP
3305,Cessna 510 Citation Mustang
3307,Cessna 525 CitationJet/CJ1/CJ2/CJ3/CJ4
3309,Cessna 526 CitationJet
3311,Cessna 550/551/552 Citation II/IISP/SII/Bravo (T-47)
3313,Cessna 560 Citation V/Ultra/Encore (T-47/C-35)
3315,Cessna 560XL Citation Excel/XLS
3317,Cessna 650 Citation III/VI/VII
3319,Cessna 680 Citation Sovereign/Latitude
3321,Cessna 750 Citation X
3325,Cessna A-37 Dragonfly (318)
3329,Cessna C-145/165 Airmaster
3335,Cessna E530 Scorpion
3337,Cessna NGP
3339,Cessna O-1 Bird Dog (305/321/L-19/OE)
3343,Cessna T-37 Tweety Bird (318)
3345,Cessna T-50 Bobcat (AT-8/AT-17/C-78/JRC/Crane)
3389,Champion 7
3395,Changhe WZ-10
3399,Changhe Z-11
3401,Changhe Z-8
3425,Chengdu J-10
3427,Chengdu J-20
3437,Chernov Che-27
3455,Chincul PA-A-28 Cherokee/Archer/Dakota/Warrior
3457,Chincul PA-A-28R Cherokee Arrow
3459,Chincul PA-A-31 Navajo/Chieftain/Cheyenne
3463,Chincul PA-A-32R Cherokee Lance
3467,Chincul PA-A-34 Seneca
3479,Chris Tena Mini Coupe
3481,Chrislea CH-3 Ace/Super Ace/Skyjeep
3491,Christen Pitts S-2 Special
3525,Cirrus SF-50 Vision
3527,Cirrus SR-20
3529,Cirrus SR-22
3545,Claudius Dornier CD-2 Seastar
3559,Co-Z Cozy
3627,Columbia LC-41/42 Columbia
3667,Commonwealth CA-12/13/14/19 Boomerang
3671,Commonwealth CA-17/18 Mustang (P-51)
3673,Commonwealth CA-22/25 Winjeel
3675,Commonwealth CA-26/27 Sabre
3681,Commonwealth CA-30 (MB-326)
3713,Consolidated B-24/C-87/PB4Y/P4Y Liberator
3717,Consolidated PB4Y/P4Y Privateer
3719,Consolidated PBY/A-10 Catalina/Canso (28)
3723,Convair 240/600 (C-131/T-29/Samaritan)
3725,Convair 340/440/540/580/640/5800 (C-131/R4Y/Metropolitan)
3727,Convair 880
3729,Convair 990 (Coronado)
3735,Convair B-36 Peacemaker
3737,Convair B-58 Hustler
3741,Convair F-102 Delta Dagger (8)
3743,Convair F-106 Delta Dart (8)
3745,Convair F-92 (7)
3751,Convair XFY-1 Pogo
3835,Cub Crafters CC11 Sport Cub/Carbon Cub
3837,Cub Crafters CC18 Top Cub
3839,Cub Crafters CCK-1865 Carbon Cub
3881,Curtiss 81/87 Warhawk (P-40 Tomahawk/Kittyhawk)
3889,Curtiss C-46 Commando (CW-20)
3969,Czech Aircraft Works Mermaid
3971,Czech Aircraft Works Parrot
3975,Czech Aircraft Works SportCruiser
3981,Czech Sport PS-28 Cruiser/SportCruiser (PiperSport)
4287,DG Flugzeugbau DG-1000/1001 (TG-16)
4291,DG Flugzeugbau DG-500
4293,DG Flugzeugbau DG-800/808
4319,DINFIA A-182
4521,DTA Alizes
4017,Dassault 1150/ATL-2 Atlantic/Atlantique 2
4021,Dassault Falcon (Mystere) 20/200/XX (U-25)
4023,Dassault Falcon (Mystere) 30
4025,Dassault Falcon 10/100
4027,Dassault Falcon 2000
4029,Dassault Falcon 50
4031,Dassault Falcon 5X
4033,Dassault Falcon 7X
4035,Dassault Falcon 8X
4037,Dassault Falcon 900
4051,Dassault Mercure
4053,Dassault Mirage 2000
4055,Dassault Mirage 4000
4057,Dassault Mirage 5/50
4059,Dassault Mirage F1
4065,Dassault Mirage IV
4069,Dassault Rafale
4075,Dassault-Dornier Alpha Jet
4091,De Havilland Australia DHA-3 Drover
4093,De Havilland Canada DHC-1 Chipmunk
4095,De Havilland Canada DHC-2 Beaver (L-20/U-6)
4097,De Havilland Canada DHC-3 Otter (U-1/UC)
4099,De Havilland Canada DHC-4 Caribou (C-7/AC-1/V-2)
4101,De Havilland Canada DHC-5 Buffalo (C-8/V-7)
4103,De Havilland Canada DHC-6 Twin Otter (V-18)
4105,De Havilland Canada DHC-7 Dash 7 (O-5)
4109,De Havilland Canada DHC-8 Dash 8 (E-9)
4111,De Havilland DH-100 Vampire
4117,De Havilland DH-104 Dove (Devon)
4119,De Havilland DH-106 Comet
4121,De Havilland DH-110 Sea Vixen